,university,career,inscription_date,first_name,last_name,gender,birth_date,age,location,email,postal_code
961,universidad tecnológica nacional,licenciatura en ciencias ambientales,2021-01-24,nan,william williams,male,1914-07-25,108,paso de los andes,katherine35@yahoo.com,5503
962,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-09-07,nan,kimberly thompson,female,1987-11-09,34,gahan,ngalloway@gmail.com,2745
963,universidad tecnológica nacional,actuario ,2020-11-29,nan,ryan williams,male,1938-01-03,84,abra guazu,ocrawford@yahoo.com,3197
964,universidad tecnológica nacional,diseño de imagen y sonido,2020-09-08,nan,james estrada,male,1906-06-30,116,estacion yerua,natalie44@gmail.com,3214
965,universidad tecnológica nacional,licenciatura en ciencias biológicas,2021-01-17,nan,bryan mcdaniel,male,1926-05-13,96,bajo de los sueldos,gwilliams@hotmail.com,4151
966,universidad tecnológica nacional,actuario ,2020-12-03,nan,kelly lopez,female,2010-10-11,11,campo aristimuño,clinton39@hotmail.com,6474
967,universidad tecnológica nacional,ingeniería mecánica,2020-10-13,nan,tyler miles,male,1913-09-22,108,centenario,matthewjackson@hotmail.com,8309
968,universidad tecnológica nacional,actuario ,2020-10-03,nan,sarah livingston,female,1968-10-22,53,cameron,conniegonzalez@hotmail.com,9017
969,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-11-29,nan,brian massey,male,1983-05-28,39,castilla,pstewart@yahoo.com,6616
970,universidad tecnológica nacional,ciencias veterinarias,2020-10-08,nan,robert lopez,male,1981-04-02,41,adolfo alsina,johnsonantonio@hotmail.com,2311
971,universidad tecnológica nacional,licenciatura en psicología,2020-10-13,nan,megan werner,female,1951-09-02,70,colonia los tres usaris,laura27@gmail.com,2760
972,universidad tecnológica nacional,licenciatura en psicología,2021-01-31,nan,john sanchez,male,1959-04-17,63,girodias,harveyandre@gmail.com,6407
973,universidad tecnológica nacional,licenciatura en sociología ,2021-01-13,nan,mr. christopher carlson jr.,male,1967-07-20,55,agua amarga,cguzman@yahoo.com,5563
974,universidad tecnológica nacional,licenciatura en ciencia política ,2020-10-06,nan,julia gallegos,female,1973-07-14,49,calchaqui,cortiz@gmail.com,3050
975,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-09-23,nan,gina oliver,female,1974-05-12,48,blaquier,michaelpaul@yahoo.com,6065
976,universidad tecnológica nacional,licenciatura en psicología,2021-01-13,nan,eric phillips,male,1915-04-14,107,correa,rosejason@yahoo.com,2506
977,universidad tecnológica nacional,diseño industrial,2020-12-27,nan,kimberly wood,female,2001-05-14,21,comodoro rivadavia,mhayes@gmail.com,9000
978,universidad tecnológica nacional,licenciatura en musicoterapia,2020-11-17,nan,nancy myers,female,1908-10-25,113,arturo vatteone,rsharp@hotmail.com,6433
979,universidad tecnológica nacional,licenciatura en musicoterapia,2021-02-01,nan,frank hughes,male,1914-06-27,108,el zorro,rojaskelly@gmail.com,8151
980,universidad tecnológica nacional,farmacia,2020-09-06,nan,john harrison,male,1911-07-28,111,alagon,robert81@yahoo.com,6463
981,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-10-20,nan,robert reed,male,1909-04-05,113,bombal,gguzman@hotmail.com,2179
982,universidad tecnológica nacional,ciencias veterinarias,2020-12-15,nan,jonathan huff,male,1937-12-29,84,los corredores,christopherfletcher@hotmail.com,5521
983,universidad tecnológica nacional,actuario ,2020-12-06,nan,cory perez,male,1981-03-13,41,bonpland norte,juliamitchell@hotmail.com,3318
984,universidad tecnológica nacional,contador público ,2020-12-09,nan,sandra silva,female,2019-11-24,2,aeropuerto ezeiza,rmay@hotmail.com,1802
985,universidad tecnológica nacional,licenciatura en musicoterapia,2021-01-02,nan,lori yates,female,2001-02-12,21,12 de octubre,coreygibson@yahoo.com,5596
986,universidad tecnológica nacional,contador público ,2020-10-27,nan,michele sherman,female,1989-10-12,32,erezcano,emily86@hotmail.com,2903
987,universidad tecnológica nacional,licenciatura en psicología,2021-01-23,nan,renee george,female,2011-11-07,10,corbett,xwilliams@gmail.com,6507
988,universidad tecnológica nacional,agronomía,2020-12-07,nan,charles bailey,male,1976-10-20,45,campo rodriguez,lewismallory@gmail.com,2255
989,universidad tecnológica nacional,agronomía,2020-12-29,nan,lisa morrison,female,2006-02-17,16,arminda,morenojason@yahoo.com,2119
990,universidad tecnológica nacional,contador público ,2021-01-11,nan,mark esparza,male,2006-02-11,16,correa,adkinsmelissa@yahoo.com,2506
991,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2021-01-14,nan,jesus carney,male,2020-04-05,2,juan vucetich ex dr r levene,aliciagalvan@yahoo.com,1894
992,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-12-01,nan,regina reyes,female,2021-01-26,1,el arbolito,taylortony@gmail.com,2721
993,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-09-30,nan,elizabeth mcdaniel,female,1941-03-28,81,funke,kevin96@yahoo.com,7220
994,universidad tecnológica nacional,ciencias veterinarias,2020-09-29,nan,samantha wilson,female,2019-05-05,3,baños pismanta,dianaross@gmail.com,5465
995,universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-09-08,nan,melissa parker,female,2019-12-23,2,cerana,fjohnson@yahoo.com,2202
996,universidad tecnológica nacional,bioquímica,2020-10-23,nan,robert smith,male,1964-03-01,58,el cipres,kelsey48@yahoo.com,5585
997,universidad tecnológica nacional,ingeniería mecánica,2020-09-15,nan,steven johnson,male,2021-08-01,1,ricardo rojas,sawyerandrew@hotmail.com,1618
998,universidad tecnológica nacional,ciencias veterinarias,2021-01-03,nan,linda price,female,1909-01-12,113,campo monte la viruela,bill63@yahoo.com,3551
999,universidad tecnológica nacional,licenciatura en ciencia política ,2020-09-18,nan,micheal lopez,male,1919-11-30,102,ampata,contreraspaul@yahoo.com,4174
1000,universidad tecnológica nacional,actuario ,2020-10-11,nan,amy miller,female,1957-08-25,65,colonia josefa,dunncynthia@yahoo.com,8363
1001,universidad tecnológica nacional,ingeniería mecánica,2020-11-26,nan,jose trujillo,male,1952-06-01,70,gorchs,dgarcia@hotmail.com,7226
1002,universidad tecnológica nacional,bioquímica,2021-01-27,nan,jesus reynolds,male,1939-01-18,83,cinco saltos,cindygarza@yahoo.com,8303
1003,universidad tecnológica nacional,ingeniería mecánica,2020-09-28,nan,brandon myers,male,1990-04-12,32,batiruana,bakermary@yahoo.com,4162
1004,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020-11-13,nan,alvin walker,male,1932-09-02,89,barrio la union,lyonssydney@gmail.com,4648
1005,universidad tecnológica nacional,licenciatura en psicología,2021-01-07,nan,corey burton,male,1964-01-03,58,el cenizo,david48@yahoo.com,5645
1006,universidad tecnológica nacional,actuario ,2020-10-19,nan,crystal smith,female,2010-07-27,12,buena nueva,garciawesley@gmail.com,5523
1007,universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-09-26,nan,tiffany hunter,female,1947-04-19,75,san mayol,jacobblevins@hotmail.com,7519
1008,universidad tecnológica nacional,licenciatura en psicología,2020-10-23,nan,robin baker,female,1956-01-29,66,bella vista,perkinsrobert@yahoo.com,1661
1009,universidad tecnológica nacional,licenciatura en artes,2020-09-07,nan,hayley lawson,female,1938-12-07,83,estacion saguier,colonalfred@yahoo.com,2315
1010,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-11-18,nan,michelle patterson,female,1926-10-30,95,villa numancia,dawnwarner@hotmail.com,1858
1011,universidad tecnológica nacional,licenciatura en sociología ,2020-12-16,nan,kelly reeves,female,2005-12-14,16,jose leon suarez,silvascott@yahoo.com,1655
1012,universidad tecnológica nacional,farmacia,2020-12-02,nan,jordan bryant,female,1918-01-21,104,la lucila,wharris@yahoo.com,1636
1013,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-09-09,nan,donna lucas,female,1942-04-13,80,cañadon de las vacas,sellersrussell@gmail.com,9300
1014,universidad tecnológica nacional,agronomía,2020-10-12,nan,blake pitts,male,1975-04-14,47,campo redondo,schneiderlindsey@gmail.com,3581
1015,universidad tecnológica nacional,licenciatura en ciencias geológicas,2021-01-11,nan,timothy collins,male,1957-11-05,64,colonia la gaviota,moyermichael@gmail.com,6354
1016,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-11-10,nan,nicole myers,female,1915-08-12,107,bigand,davidcarroll@gmail.com,2177
1017,universidad tecnológica nacional,farmacia,2020-09-27,nan,tina fuentes,female,1963-05-20,59,alzaga,carolynnguyen@hotmail.com,7021
1018,universidad tecnológica nacional,licenciatura en ciencias biológicas,2021-01-01,nan,louis hawkins,male,1987-06-17,35,9 de julio,troyjenkins@yahoo.com,3445
1019,universidad tecnológica nacional,ciencias veterinarias,2020-10-10,nan,matthew roberts,male,2007-09-07,14,don torcuato,williamspenny@hotmail.com,1611
1020,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-12-18,nan,mark williams,male,1985-10-19,36,abramo,bwillis@yahoo.com,8212
1021,universidad tecnológica nacional,diseño industrial,2020-10-25,nan,aaron wade,male,1924-10-09,97,girodias,jamesburnett@gmail.com,6407
1022,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2021-01-25,nan,michelle lee,female,1949-11-02,72,coronel granada,hmiller@yahoo.com,6062
1023,universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-09-02,nan,christine dominguez,female,2014-08-01,8,campo la lima,wwhite@hotmail.com,8150
1024,universidad tecnológica nacional,ciencias veterinarias,2020-11-11,nan,christopher myers,male,2004-05-15,18,estacion saguier,ortegarobert@hotmail.com,2315
1025,universidad tecnológica nacional,técnico para bioterios ,2020-09-06,nan,angela newman,female,1924-08-18,98,anderson,matthewwilliams@yahoo.com,6621
1026,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-10-23,nan,kelly williams,female,1918-05-06,104,kilometro 374,srose@yahoo.com,3446
1027,universidad tecnológica nacional,licenciatura en administración ,2021-01-09,nan,brian gay,male,1958-06-03,64,acasape,joanhoover@gmail.com,5722
1028,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-12-09,nan,stacey morales,female,1925-03-26,97,campo crenna,millerlaurie@gmail.com,2185
1029,universidad tecnológica nacional,diseño de imagen y sonido,2021-01-02,nan,connie macias,female,1990-11-28,31,cucullu,sharon39@hotmail.com,6723
1030,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2021-01-08,nan,alyssa jones,female,2007-12-10,14,arturo segui,murphyfrederick@hotmail.com,1895
1031,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-09-10,nan,rhonda wilson,female,2002-06-09,20,abra de pives,penningtonnicholas@gmail.com,4618
1032,universidad tecnológica nacional,bioquímica,2020-10-09,nan,lance mann,male,1979-08-02,43,el lenguaraz,esoto@yahoo.com,7635
1033,universidad tecnológica nacional,licenciatura en administración ,2021-01-07,nan,andrew snyder,male,1909-07-12,113,alto del saladillo,nathan36@gmail.com,4500
1034,universidad tecnológica nacional,diseño de imagen y sonido,2021-01-29,nan,katie salinas,female,2005-11-21,16,ambas puntillas,mrussell@yahoo.com,5442
1035,universidad tecnológica nacional,farmacia,2020-11-20,nan,kevin lopez,male,1942-06-28,80,despeñaderos,jennifer26@hotmail.com,7531
1036,universidad tecnológica nacional,licenciatura en ciencias biológicas,2021-01-12,nan,savannah herman,female,1998-02-20,24,aguada de guerra,justinmiller@hotmail.com,8424
1037,universidad tecnológica nacional,ingeniería en informática,2020-10-26,nan,zachary carroll,male,1991-12-27,30,los gauchos,weaverlisa@gmail.com,6343
1038,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-11-11,nan,justin macdonald,male,1965-01-24,57,rafael castillo,kboyer@gmail.com,1755
1039,universidad tecnológica nacional,licenciatura en psicología,2021-01-20,nan,edward brown,male,1918-10-30,103,catamontaña,obriencory@yahoo.com,4603
1040,universidad tecnológica nacional,ciencias veterinarias,2020-11-26,nan,deborah adams,female,1923-06-16,99,colonia nueva montevideo,michealbradley@yahoo.com,2828
1041,universidad tecnológica nacional,ingeniería en informática,2020-09-18,nan,maria avila,female,1919-12-08,102,bella vista,oluna@yahoo.com,1661
1042,universidad tecnológica nacional,bioquímica,2020-11-23,nan,jordan jones,male,1979-09-17,42,la oriental,amberhaynes@gmail.com,6022
1043,universidad tecnológica nacional,medicina,2020-11-03,nan,rachel green,female,1973-05-08,49,el pingo,jocelynstewart@gmail.com,3132
1044,universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-12-16,nan,brittany baker,female,1910-08-24,112,alegria,ryanwalter@yahoo.com,4506
1045,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2021-01-04,nan,jeremy walker,male,1980-04-25,42,cervantes,garzasamuel@gmail.com,8326
1046,universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-09-03,nan,sabrina thompson,female,1992-10-03,29,estrada,emurphy@yahoo.com,2409
1047,universidad tecnológica nacional,licenciatura en ciencia política ,2020-12-01,nan,carlos smith,male,1908-01-21,114,san francisco solano,gibsonandrew@gmail.com,1881
1048,universidad tecnológica nacional,diseño de imagen y sonido,2021-01-15,nan,stacie hawkins,female,1988-05-04,34,villa de mayo,deanna19@gmail.com,1614
1049,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2021-01-06,nan,mercedes garcia,female,1933-06-02,89,aldea maria luisa,bbolton@hotmail.com,3114
1050,universidad tecnológica nacional,actuario ,2020-11-15,nan,stacy dougherty,female,1969-05-02,53,cushamen,patricia87@gmail.com,9211
1051,universidad tecnológica nacional,licenciatura en sociología ,2020-11-30,nan,courtney olsen,female,1923-07-29,99,centinela,davisstacy@gmail.com,3306
1052,universidad tecnológica nacional,diseño de imagen y sonido,2020-12-27,nan,jason price,male,1951-03-09,71,agua cercada,gregorystevens@gmail.com,5447
1053,universidad tecnológica nacional,licenciatura en musicoterapia,2020-10-24,nan,michelle miller,female,1939-08-15,83,carmen,ohuber@hotmail.com,2618
1054,universidad tecnológica nacional,actuario ,2020-11-05,nan,joanne frye,female,1962-11-21,59,abbott,ureese@gmail.com,7228
1055,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-12-10,nan,zachary rivas,male,1987-11-05,34,el jupiter,umoran@gmail.com,2916
1056,universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-10-17,nan,william thomas,male,2019-01-15,3,juan vucetich ex dr r levene,zachary69@hotmail.com,1894
1057,universidad tecnológica nacional,diseño de imagen y sonido,2020-10-28,nan,brandon morgan,male,1948-05-03,74,balneario claromeco,nsnyder@hotmail.com,7505
1058,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-09-18,nan,brian cruz,male,2017-12-23,4,carahunco,deborah78@gmail.com,4612
1059,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-10-11,nan,james rivers,male,1990-08-21,32,nordelta,johnsonpatricia@yahoo.com,1670
1060,universidad tecnológica nacional,ingeniería electrónica,2020-10-10,nan,dana torres,female,2021-10-30,0,barrio don santiago,wcummings@gmail.com,3304
1061,universidad tecnológica nacional,diseño industrial,2020-11-02,nan,lauren gross,female,1974-01-03,48,belgrano,maryhartman@gmail.com,5439
1062,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2021-01-26,nan,debra reeves,female,2009-03-29,13,colonia leiva,huntbrenda@gmail.com,3326
1063,universidad tecnológica nacional,farmacia,2020-12-02,nan,lisa rogers,female,1954-07-04,68,aranguren,racheljackson@hotmail.com,3162
1064,universidad tecnológica nacional,ingeniería electrónica,2020-09-25,nan,kaitlyn cross,female,1964-11-09,57,aguango,timothy84@gmail.com,5449
1065,universidad tecnológica nacional,agronomía,2021-01-06,nan,william cox,male,1933-01-10,89,carmen,kevin10@yahoo.com,2618
1066,universidad tecnológica nacional,ingeniería electrónica,2020-10-31,nan,kelly beck,female,1977-03-13,45,colonia la india,glenn26@yahoo.com,6352
1067,universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-11-08,nan,jennifer gay dds,female,1986-09-03,35,francisco madero,whitneymary@hotmail.com,6472
1068,universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-10-10,nan,nathaniel lopez,male,1924-11-05,97,guillermo e hudson,huntermoreno@hotmail.com,1885
1069,universidad tecnológica nacional,licenciatura en administración ,2020-10-19,nan,susan mendoza,female,1945-01-12,77,porvenir,carly50@hotmail.com,6063
1070,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-09-03,nan,francisco rowland,male,1981-10-16,40,coronel pringles,amy69@yahoo.com,7530
1071,universidad tecnológica nacional,ingeniería electrónica,2021-01-10,nan,dale contreras,male,1934-02-16,88,abra el candado,brownkyle@hotmail.com,4124
1072,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020-09-30,nan,andrew stone,male,1920-03-11,102,san bernardo del tuyu,nicole35@yahoo.com,7111
1073,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-11-01,nan,christian wilson,male,1924-03-24,98,alberto flores,robert75@gmail.com,5582
1074,universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-11-11,nan,jill taylor,female,1998-05-06,24,isla victoria,petersonstefanie@hotmail.com,8400
1075,universidad tecnológica nacional,bioquímica,2020-12-03,nan,justin freeman,male,1924-08-05,98,agua azul,edouglas@yahoo.com,4115
1076,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020-12-01,nan,todd cohen,male,1932-09-20,89,la ribera,kylepatterson@yahoo.com,5734
1077,universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-10-26,nan,teresa floyd,female,1963-08-31,59,arminda,nguyenjacob@gmail.com,2119
1078,universidad tecnológica nacional,diseño industrial,2020-10-17,nan,samantha york,female,1946-09-07,75,candelaria sud,frankkaren@hotmail.com,2170
1079,universidad tecnológica nacional,ciencias veterinarias,2020-09-01,nan,benjamin rice,male,1945-04-16,77,bayauca,timothy98@yahoo.com,6078
1080,universidad tecnológica nacional,licenciatura en administración ,2020-11-17,nan,christopher meza,male,1931-02-18,91,el olivo,samantha46@yahoo.com,6203
1081,universidad tecnológica nacional,licenciatura en ciencia política ,2020-12-27,nan,mr. kevin white iii,male,1915-02-08,107,9 de julio,russell74@gmail.com,3445
1082,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2021-01-09,nan,cristina bowers,female,1937-10-18,84,arroyo mal paso,timothy76@gmail.com,4157
1083,universidad tecnológica nacional,diseño industrial,2021-01-28,nan,tammie smith,female,1930-07-24,92,fuerte quemado,wsmith@gmail.com,4141
1084,universidad tecnológica nacional,agronomía,2020-12-10,nan,benjamin snow dvm,male,1931-04-06,91,acasape,yweber@yahoo.com,5722
1085,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-10-29,nan,juan hunter,male,1959-09-08,62,drabble,veronicamoore@yahoo.com,6242
1086,universidad tecnológica nacional,farmacia,2020-09-26,nan,christina lane,female,1962-10-04,59,domselaar,riverajessica@yahoo.com,1984
1087,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-09-01,nan,mrs. desiree perez,female,2008-03-03,14,aguada grande,eduardomartin@gmail.com,9053
1088,universidad tecnológica nacional,ciencias veterinarias,2020-11-21,nan,ralph lambert,male,1984-11-07,37,rafael calzada,gtorres@gmail.com,1847
1089,universidad tecnológica nacional,licenciatura en artes,2021-01-04,nan,kelly taylor,female,1942-07-02,80,arroyo corralito,jmolina@hotmail.com,3122
1090,universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-10-16,nan,christina moreno,female,2002-11-12,19,bombal,levinesheryl@gmail.com,2179
1091,universidad tecnológica nacional,licenciatura en ciencias de la educación ,2020-10-01,nan,allison wright,female,1965-07-09,57,aguada chacay co,melissacampbell@hotmail.com,8353
1092,universidad tecnológica nacional,arquitectura,2020-10-12,nan,laura douglas,female,1914-07-28,108,aldo bonzi,kanecharles@hotmail.com,1770
1093,universidad tecnológica nacional,bioquímica,2020-10-07,nan,margaret allen,female,1971-07-06,51,villars,jacobsanthony@hotmail.com,1731
1094,universidad tecnológica nacional,ingeniería en informática,2020-12-07,nan,debra riddle,female,1917-04-11,105,los frentones,shanefisher@yahoo.com,3712
1095,universidad tecnológica nacional,ingeniería electrónica,2020-09-14,nan,thomas chang,male,1915-06-11,107,colonia hardy,curtis30@gmail.com,3592
1096,universidad tecnológica nacional,ingeniería electrónica,2020-11-11,nan,ashley hubbard,female,2017-01-17,5,isla victoria,sdunlap@hotmail.com,8400
1097,universidad tecnológica nacional,licenciatura en artes,2020-11-29,nan,erin harmon,female,2013-07-29,9,barrio lencina,patriciaoliver@yahoo.com,5579
1098,universidad tecnológica nacional,licenciatura en administración ,2020-10-28,nan,rebecca drake,female,1964-11-05,57,alvarez jonte,ncraig@yahoo.com,1921
1099,universidad tecnológica nacional,bioquímica,2020-11-23,nan,danielle spencer,female,1909-09-23,112,catua,robertgonzalez@hotmail.com,4413
1100,universidad tecnológica nacional,contador público ,2020-11-27,nan,joe taylor,male,1939-07-02,83,campo magnin,nicholasbrown@gmail.com,3011
1101,universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-10-25,nan,melissa guzman,female,1985-09-10,36,atalaya,kristin33@gmail.com,1913
1102,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-11-21,nan,jennifer davis,female,2009-05-29,13,bahia lapataia,brianyu@gmail.com,9410
1103,universidad tecnológica nacional,ingeniería electrónica,2020-12-18,nan,david schmidt,male,1973-12-18,48,langueyu,travismiller@yahoo.com,7151
1104,universidad tecnológica nacional,actuario ,2021-01-28,nan,jennifer fletcher,female,1974-11-18,47,avenida ejercito parana,zsmith@gmail.com,3100
1105,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-12-27,nan,gregory olson,male,1948-02-05,74,colonia falco,briana59@hotmail.com,3188
1106,universidad tecnológica nacional,agronomía,2020-12-29,nan,anthony cervantes,male,1960-12-27,61,9 de julio,jdyer@yahoo.com,3445
1107,universidad tecnológica nacional,bioquímica,2020-10-29,nan,elizabeth miller,female,1974-09-15,47,chivilcoy,eric04@gmail.com,5571
1108,universidad tecnológica nacional,licenciatura en musicoterapia,2020-12-24,nan,jose harrington,male,1942-04-18,80,chapi talo,royvillarreal@hotmail.com,6341
1109,universidad tecnológica nacional,bioquímica,2021-01-22,nan,elizabeth gutierrez,female,1938-05-18,84,colonia devoto,cisnerosbrandon@yahoo.com,6325
1110,universidad tecnológica nacional,técnico para bioterios ,2021-01-02,nan,rebecca valencia,female,1985-05-23,37,17 de agosto,michael78@gmail.com,3338
1111,universidad tecnológica nacional,licenciatura en terapia ocupacional,2020-09-27,nan,grace knapp,female,1950-02-22,72,arroyo burgos,mary66@gmail.com,3133
1112,universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-09-26,nan,douglas hobbs,male,1926-01-06,96,alto de sierra,eking@hotmail.com,5438
1113,universidad tecnológica nacional,farmacia,2021-01-07,nan,anthony mclean,male,1987-03-04,35,agua blanca,hsparks@hotmail.com,4168
1114,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2021-01-30,nan,sara christensen,female,1962-06-11,60,benito juarez,whitevincent@gmail.com,7020
1115,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2021-01-19,nan,kim kirk,female,1949-10-27,72,achico,lawrenceanita@yahoo.com,8315
1116,universidad tecnológica nacional,licenciatura en ciencias de la educación ,2020-12-07,nan,johnny bush,male,1916-12-13,105,arroyo magdalena,stephenmassey@gmail.com,3317
1117,universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-12-19,nan,mary fisher,female,1962-05-02,60,dina huapi,iunderwood@hotmail.com,8402
1118,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-09-19,nan,jason jones,male,1934-07-15,88,alabama,gporter@hotmail.com,4117
1119,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-09-29,nan,brandon snow md,male,1986-01-17,36,hurlingham,katherinesteele@yahoo.com,1686
1120,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-10-30,nan,timothy jones md,male,2008-03-18,14,arata,jeffery18@hotmail.com,6385
1121,universidad tecnológica nacional,diseño industrial,2021-01-09,nan,theodore walker,male,1908-01-07,114,bacacay,wdelgado@hotmail.com,3346
1122,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-10-15,nan,joseph bond,male,2010-04-28,12,dock sud,jennifer19@yahoo.com,1871
1123,universidad tecnológica nacional,bioquímica,2020-10-27,nan,joseph jones,male,1942-02-24,80,amadores,wgarcia@gmail.com,4716
1124,universidad tecnológica nacional,agronomía,2020-11-13,nan,amanda martin,female,1947-10-17,74,campo ubajo,jfranklin@gmail.com,3560
1125,universidad tecnológica nacional,farmacia,2021-01-19,nan,alexis stewart,female,2004-12-25,17,7 de abril,callahandebra@gmail.com,4195
1126,universidad tecnológica nacional,ingeniería electrónica,2020-11-05,nan,amber ochoa,female,2006-05-16,16,felicia,cpham@hotmail.com,3087
1127,universidad tecnológica nacional,medicina,2020-12-03,nan,deborah brown,female,1975-12-27,46,carrizal norte,aaron15@hotmail.com,3433
1128,universidad tecnológica nacional,actuario ,2021-01-19,nan,emily jenkins,female,1949-03-28,73,olascoaga,johnsonderrick@gmail.com,6652
1129,universidad tecnológica nacional,ingeniería en informática,2020-11-10,nan,christina wong,female,1918-05-25,104,aguapey,keithcook@gmail.com,3342
1130,universidad tecnológica nacional,diseño industrial,2021-01-04,nan,judy campbell,female,1976-12-31,45,la chilca,kimberly57@yahoo.com,5779
1131,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020-11-16,nan,daniel bernard,male,1944-10-15,77,colonia santa rosa,kanebrian@gmail.com,1816
1132,universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-09-07,nan,james thomas,male,1990-08-17,32,la punta,xdiaz@gmail.com,5710
1133,universidad tecnológica nacional,licenciatura en ciencias de la computación,2021-01-02,nan,bradley good,male,1969-11-12,52,caaguazu,pattonamber@gmail.com,3472
1134,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-12-19,nan,todd shannon,male,1941-09-26,80,albarracin,joseph84@hotmail.com,5425
1135,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-09-16,nan,helen hill,female,2014-08-27,8,30 de agosto,wesleywilson@hotmail.com,6405
1136,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-09-07,nan,sean delacruz,male,1998-02-02,24,alto del saladillo,carrpaul@hotmail.com,4500
1137,universidad tecnológica nacional,contador público ,2020-11-09,nan,marie pearson,female,1943-04-27,79,agua de torre,imercado@gmail.com,5621
1138,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2021-01-26,nan,anita cruz,female,1977-01-10,45,la lucila del mar,sklein@gmail.com,7113
1139,universidad tecnológica nacional,ingeniería mecánica,2021-01-10,nan,tanya nichols md,female,1967-03-30,55,an aike,diane34@hotmail.com,9400
1140,universidad tecnológica nacional,licenciatura en psicología,2020-11-25,nan,natasha george,female,1977-12-23,44,berazategui,jade84@gmail.com,1884
1141,universidad tecnológica nacional,licenciatura en terapia ocupacional,2020-11-06,nan,joseph barber,male,1969-07-14,53,aaron castellanos,ftucker@yahoo.com,6106
1142,universidad tecnológica nacional,diseño de imagen y sonido,2020-11-18,nan,rebecca anderson,female,1949-01-23,73,campo de los andes,justin59@gmail.com,5565
1143,universidad tecnológica nacional,licenciatura en ciencias de la educación ,2020-10-12,nan,jake ruiz,male,1928-09-25,93,maria magdalena,vanderson@yahoo.com,3381
1144,universidad tecnológica nacional,licenciatura en psicología,2020-11-23,nan,gabrielle wright,female,1944-05-09,78,arroyo castillo,xjordan@gmail.com,3460
1145,universidad tecnológica nacional,actuario ,2020-10-20,nan,craig patterson,male,2002-03-24,20,amuschina,james17@gmail.com,5329
